Symbol,Name,Industry,Market Cap
TTGT,TechTarget,Media,2152820954
TTI,TETRA Technologies,Energy Equipment & Services,446757503
TTM,Tata Motors,Automobiles,20064825333
TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1320543100
TTNP,Titan Pharmaceuticals,Pharmaceuticals,11454768
TTOO,T2 Biosystems,Biotechnology,63814783
TTSH,Tile Shop Holdings,Specialty Retail,332602246
TTWO,Take-Two Interactive Software,Entertainment,17715201993
TU,TELUS,Diversified Telecommunication Services,35844693992
TUEM,Tuesday Morning,Discount Stores,104604999
TUFN,Tufin Software Technologies,Software,348493980
TUGC,TradeUP Global,Blank Check / SPAC,57484698
TUP,Tupperware Brands,Household Durables,871697340
TURN,180 Degree Capital,Capital Markets,70023143
TUSK,Mammoth Energy Services,Energy Equipment & Services,107840271
TUYA,"Tuya, Inc.",Software-Infrastructure,1377009663
TV,Grupo Televisa SAB,Media,5533297150
TVTX,Travere Therapeutics,Biotechnology,1517710588
TVTY,Tivity Health,Health Care Providers & Services,1507653118
TW,Tradeweb Markets,Capital Markets,27352678388
TWCB,Bilander Acquisition,Blank Check / SPAC,378655452
TWI,Titan International,Machinery,863910778
TWIN,"Twin Disc,",Machinery,200014608
TWKS,Thoughtworks Holding,Information Technology Services,5532042743
TWLO,Twilio,IT Services,24048166907
TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,430498809
TWND,Tailwind Acquisition,Blank Check / SPAC,412338970
TWNI,Tailwind International Acquisition,Blank Check / SPAC,421978115
TWNK,Hostess Brands,Food Products,2800398326
TWNT,Tailwind Two Acquisition,Blank Check / SPAC,428662490
TWO,Two Harbors Investment,Mortgage Real Estate Investment Trust...,1795262332
TWOA,two,Blank Check / SPAC,267128076
TWOU,"2U, Inc.",Software,809317494
TWST,Twist Bioscience,Biotechnology,2457157617
TWTR,Twitter,Interactive Media & Services,26421153792
TX,Ternium,Metals & Mining,7999550959
TXG,10X Genomics,Life Sciences Tools & Services,6959151088
TXMD,TherapeuticsMD,Pharmaceuticals,124666943
TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,1.57335E+11
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",5447026675
TXT,Textron,Aerospace & Defense,14967803855
TYG,Tortoise Energy Infrastructure,Asset Management,382408474
TYL,Tyler Technologies,Software,16469679960
TYME,Tyme Technologies,Biotechnology,50749403
TYRA,Tyra Biosciences,Biotechnology,457233433
TZOO,Travelzoo,Interactive Media & Services,73551600
TZPS,TZP Strategies Acquisition,Blank Check / SPAC,351468730
U,Unity Software,Software,23192332252
UA,Under Armour,"Textiles, Apparel & Luxury Goods",6941578238
UAA,Under Armour,"Textiles, Apparel & Luxury Goods",7008612348
UAL,United Airlines Holdings,Airlines,11319707643
UAMY,United States Antimony,Metals & Mining,63999763
UAN,CVR Partners LP,Chemicals,1100387422
UAVS,AgEagle Aerial Systems,Machinery,74933927
UBA,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,796533936
UBCP,United Bancorp,Banks,99511398
UBER,Uber Technologies,Road & Rail,60119191537
UBFO,United Security Bancshares,Banks,140823214
UBOH,United Bancshares,Banks,111346647
UBP,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,776440625
UBS,UBS Group AG,Capital Markets,56632463353
UBSI,United Bankshares,Banks,4868374520
UBX,Unity Biotechnology,Biotechnology,52517475
UCBI,United Community Banks,Banks,4007141610
UCL,uCloudlink Group,Telecom Services,43715056
UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,1798000000
UDMY,Udemy,Education & Training Services,1532563195
UDR,"UDR, Inc.",Equity Real Estate Investment Trusts ...,30450569163
UE,Urban Edge Properties,Equity Real Estate Investment Trusts ...,2236468466
UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",1377163899
UEIC,Universal Electronics,Household Durables,405659580
UEPS,Net 1 UEPS Technologies,IT Services,274590619
UFAB,Unique Fabricating,Auto Components,24287514
UFCS,United Fire Group,Insurance,698957047
UFI,Unifi,"Textiles, Apparel & Luxury Goods",322062367
UFPI,UFP Industries,Building Products,5216132067
UFPT,UFP Technologies,Containers & Packaging,443976030
UG,United-Guardian,Personal Products,86878591
UGI,UGI Corporation,Gas Utilities,6946610671
UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",2754321662
UGRO,Urban-gro,Farm & Heavy Construction Machinery,103186472
UHAL,Amerco,Road & Rail,11432131128
UHS,Universal Health Services,Health Care Providers & Services,11267982229
UHT,Universal Health Realty Income Trust,Equity Real Estate Investment Trusts ...,814854934
UI,Ubiquiti,Communications Equipment,15378161618
UIHC,United Insurance Holdings,Insurance,152230093
UIS,Unisys,IT Services,1495241837
UK,Ucommune International,Real Estate Services,29083423
UL,Unilever,Personal Products,1.13449E+11
ULBI,Ultralife,Electrical Equipment,88926271
ULCC,Frontier Group Holdings,Airlines,2242653175
ULH,Universal Logistics Holdings,Road & Rail,547542650
ULTA,Ulta Beauty,Specialty Retail,19943835639
UMBF,UMB Financial,Banks,4808713697
UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,22733101048
UMH,UMH Properties,Equity Real Estate Investment Trusts ...,1292940530
UMPQ,Umpqua Holdings,Banks,4518839282
UNAM,Unico American,Insurance,15135293
UNB,Union Bankshares,Banks,137021607
UNCY,Unicycive Therapeutics,Biotechnology,19614106
UNF,UniFirst,Commercial Services & Supplies,3248592830
UNFI,United Natural Foods,Food & Staples Retailing,2045172709
UNH,UnitedHealth Group,Health Care Providers & Services,4.54332E+11
UNIT,Uniti Group,Equity Real Estate Investment Trusts ...,3112400118
UNM,Unum Group,Insurance,5481381867
UNP,Union Pacific,Road & Rail,1.66562E+11
UNTY,Unity Bancorp,Banks,288869772
UNVR,Univar Solutions,Trading Companies & Distributors,5199465969
UONE,Urban One,Media,227196475
UONEK,Urban One,Media,227625711
UP,Wheels Up Experience,Airports & Air Services,764251390
UPC,Universe Pharmaceuticals,Drug Manufacturers-Specialty & Generic,23648773
UPH,UpHealth,Health Information Services,300040000
UPLD,Upland Software,Software,516799516
UPS,United Parcel Service,Air Freight & Logistics,1.77473E+11
UPST,Upstart Holdings,Consumer Finance,8412333987
UPTD,TradeUP Acquisition,Blank Check / SPAC,58379996
UPWK,Upwork,Professional Services,2427968752
URBN,Urban Outfitters,Specialty Retail,2491777014
URG,Ur-Energy,"Oil, Gas & Consumable Fuels",378646623
URGN,UroGen Pharma,Biotechnology,194383992
URI,United Rentals,Trading Companies & Distributors,23374169838
UROY,Uranium Royalty,Uranium,421155675
USAC,USA Compression Partners LP,Energy Equipment & Services,1737212798
USAK,USA Truck,Road & Rail,191433527
USAP,Universal Stainless & Alloy Products,Metals & Mining,83571141
USAS,Americas Gold & Silver,Metals & Mining,193976655
USAU,U.S. Gold,Metals & Mining,68156091
USB,U.S. Bancorp,Banks,78127341528
USCB,USCB Financial Holdings,Banks-Regional,279885172
USCT,TKB Critical Technologies 1,Blank Check / SPAC,286349990
USDP,USD Partners LP,"Oil, Gas & Consumable Fuels",156328622
USEG,U.S. Energy,"Oil, Gas & Consumable Fuels",171399386
USER,UserTesting,Software-Application,1249207543
USFD,US Foods Holding,Food & Staples Retailing,7678578668
USIO,"Usio, Inc.",IT Services,87185485
USLM,United States Lime & Minerals,Construction Materials,658136529
USM,United States Cellular,Wireless Telecommunication Services,2574568446
USNA,USANA Health Sciences,Personal Products,1589069917
USPH,U.S. Physical Therapy,Health Care Providers & Services,1224608736
USWS,U.S. Well Services,Oil & Gas Equipment & Services,60204567
USX,U.S. Xpress Enterprises,Road & Rail,215300316
UTAA,UTA Acquisition,Blank Check / SPAC,282612509
UTHR,United Therapeutics,Biotechnology,7807852954
UTI,Universal Technical Institute,Diversified Consumer Services,273321308
UTL,Unitil,Multi-Utilities,823067936
UTMD,Utah Medical Products,Health Care Equipment & Supplies,319972487
UTME,UTime,Consumer Electronics,14799342
UTRS,Minerva Surgical,Health Information Services,137163679
UTSI,UTStarcom Holdings,Communications Equipment,26774754
UTZ,Utz Brands,Food Products,1181315825
UUU,Universal Security Instruments,"Electronic Equipment, Instruments & C...",8974009
UUUU,Energy Fuels,"Oil, Gas & Consumable Fuels",1502785917
UVE,Universal Insurance Holdings,Insurance,381780918
UVSP,Univest Financial,Banks,838833764
UVV,Universal,Tobacco,1348534730
UWMC,UWM Holdings,Mortgage Finance,7014593022
UXIN,Uxin Limited,Internet & Direct Marketing Retail,282180255
V,Visa Inc.,IT Services,4.25983E+11
VABK,Virginia National Bankshares,Banks,184491356
VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",6376245206
VACC,Vaccitech,Biotechnology,183464592
VAL,Valaris,Oil & Gas Equipment & Services,3623254782
VALE,Vale S.A.,Metals & Mining,92389572589
VALN,Valneva SE,Biotechnology,1805437555
VALU,Value Line,Capital Markets,586848466
VAPO,Vapotherm,Health Care Equipment & Supplies,345113014
VAQC,Vector Acquisition II,Blank Check / SPAC,559736000
VATE,INNOVATE,Engineering & Construction,278409790
VAXX,Vaxxinity,Biotechnology,467719612
VBFC,Village Bank & Trust Financial,Banks,82971039
VBIV,VBI Vaccines,Biotechnology,340899230
VBLT,Vascular Biogenics,Biotechnology,83851310
VBNK,VersaBank,Banks-Regional,297953887
VBOC,Viscogliosi Brothers Acquisition,Blank Check / SPAC,107704188
VBTX,Veritex Holdings,Banks,2157259000
VC,Visteon,Auto Components,2855017893
VCEL,Vericel,Biotechnology,1596432224
VCKA,Vickers Vantage I,Blank Check / SPAC,233220000
VCNX,Vaccinex,Biotechnology,47458680
VCSA,Vacasa,Software-Application,2573296893
VCTR,Victory Capital Holdings,Capital Markets,2136359802
VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,278119064
VCXB,10x Capital Venture Acquisition III,Blank Check / SPAC,357732476
VCYT,Veracyte,Biotechnology,1694283499
VEC,Vectrus,Aerospace & Defense,407036365
VECO,Veeco Instruments,Semiconductors & Semiconductor Equipment,1403099263
VECT,VectivBio Holding AG,Biotechnology,200432164
VEEE,"Twin Vee PowerCats, Co.",Recreational Vehicles,23940000
VEEV,Veeva Systems,Health Care Technology,26822592508
VEL,Velocity Financial,Thrifts & Mortgage Finance,362327448
VELO,Velocity Acquisition,Blank Check / SPAC,280024990
VENA,Venus Acquisition,Blank Check / SPAC,61195739
VEON,VEON Ltd.,Wireless Telecommunication Services,1134489855
VERA,Vera Therapeutics,Biotechnology,633609643
VERB,Verb Technology Company,Software,76572983
VERI,Veritone,Software,546737400
VERO,Venus Concept,Medical Devices,89575640
VERU,Veru Inc.,Personal Products,412259549
VERV,Verve Therapeutics,Biotechnology,1265452143
VERX,Vertex,Software-Application,2054501374
VERY,Vericity,Insurance,81812494
VET,Vermilion Energy,"Oil, Gas & Consumable Fuels",3666332152
VEV,Vicinity Motor,Auto Manufacturers,110773751
VFC,VF Corporation,"Textiles, Apparel & Luxury Goods",20806258658
VFF,Village Farms International,Food Products,403304188
VG,Vonage Holdings,Diversified Telecommunication Services,5096343540
VGFC,The Very Good Food Company,Packaged Foods,75793911
VGII,Virgin Group Acquisition II,Blank Check / SPAC,497590654
VGR,Vector Group,Tobacco,1558682870
VGZ,Vista Gold,Metals & Mining,111317823
VHAQ,Viveon Health Acquisition,Blank Check / SPAC,253574496
VHC,VirnetX Holding,Software,124657568
VHI,Valhi,Chemicals,755281341
VHNA,Vahanna Tech Edge Acquisition I,Blank Check / SPAC,247873865
VIA,Via Renewables,Utilities-Regulated Electric,343046294
VIAO,VIA optronics AG,Electronic Components,190289391
VIAV,Viavi Solutions,Communications Equipment,3629589233
VICI,VICI Properties,Equity Real Estate Investment Trusts ...,20303847423
VICR,Vicor,Electrical Equipment,3355889090
VIEW,"View, Inc.",Building Products & Equipment,297395487
VIGL,Vigil Neuroscience,Biotechnology,358104892
VII,7GC & Co. Holdings,Blank Check / SPAC,281462490
VINC,Vincerx Pharma,Biotechnology,89915951
VINE,Fresh Vine Wine,Beverages-Wineries & Distilleries,42334000
VINO,Gaucho Group Holdings,Real Estate-Diversified,23215838
VINP,Vinci Partners Investments,Asset Management,856077564
VIOT,Viomi Technology Co.,Household Durables,92088407
VIPS,Vipshop Holdings,Internet & Direct Marketing Retail,4454017019
VIR,Vir Biotechnology,Biotechnology,2889519360
VIRC,Virco Manufacturing,Commercial Services & Supplies,47339880
VIRI,Virios Therapeutics,Biotechnology,43484635
VIRT,Virtu Financial,Capital Markets,5970928113
VIRX,Viracta Therapeutics,Biotechnology,91786782
VISL,Vislink Technologies,Communications Equipment,43396371
VIST,Vista Oil & Gas,"Oil, Gas & Consumable Fuels",746263800
VITL,Vital Farms,Farm Products,456790005
VIV,Telefonica Brasil,Telecom Services,16467550200
VIVE,Viveve Medical,Health Care Equipment & Supplies,8952834
VIVO,Meridian Bioscience,Health Care Equipment & Supplies,1095501548
VJET,Voxeljet AG,Machinery,33657940
VKTX,Viking Therapeutics,Biotechnology,249194015
VLAT,Valor Latitude Acquisition,Blank Check / SPAC,279737470
VLCN,Volcon,Auto Manufacturers,60305006
VLD,Velo3D,Computer Hardware,1282624000
VLDR,Velodyne Lidar,Scientific & Technical Instruments,420061023
VLGEA,Village Super Market,Food & Staples Retailing,346743157
VLN,Valens Semiconductor,Semiconductors,547558140
VLNS,Valens Company,Drug Manufacturers-Specialty & Generic,107096284
VLO,Valero Energy,"Oil, Gas & Consumable Fuels",37520895938
VLON,Vallon Pharmaceuticals,Biotechnology,48234907
VLRS,Controladora Vuela Compania de Aviacion,Airlines,1718203770
VLTA,Volta,Specialty Retail,700682430
VLY,Valley National Bancorp,Banks,5692952055
VMAR,Vision Marine Technologies,Leisure Products,54860827
VMC,Vulcan Materials Company,Construction Materials,23281094491
VMCA,Valuence Merger I,Blank Check / SPAC,250749999
VMD,Viemed Healthcare,Health Care Providers & Services,177223917
VMEO,Vimeo,Software-Application,1851401215
VMGA,VMG Consumer Acquisition,Blank Check / SPAC,284912470
VMI,Valmont Industries,Construction & Engineering,4857775572
VMW,VMware,Software,46320164800
VNCE,Vince Holding,"Textiles, Apparel & Luxury Goods",83712300
VNDA,Vanda Pharmaceuticals,Biotechnology,622802877
VNE,Veoneer,Auto Components,3965472741
VNET,21Vianet Group,IT Services,706631548
VNO,Vornado Realty Trust,Equity Real Estate Investment Trusts ...,9505420273
VNOM,Viper Energy Partners LP,"Oil, Gas & Consumable Fuels",4812301286
VNRX,VolitionRX,Health Care Equipment & Supplies,137052672
VNT,Vontier,"Electronic Equipment, Instruments & C...",3707530747
VNTR,Venator Materials,Chemicals,174869663
VOC,VOC Energy Trust,"Oil, Gas & Consumable Fuels",122910000
VOD,Vodafone Group,Wireless Telecommunication Services,43268468723
VOLT,Volt Information Sciences,Professional Services,66739584
VOR,Vor Biopharma,Biotechnology,317333662
VORB,Virgin Orbit Holdings,Aerospace & Defense,1848758399
VOXX,VOXX International,Household Durables,243292343
VOYA,Voya Financial,Diversified Financial Services,6638586824
VPCB,VPC Impact Acquisition Holdings II,Blank Check / SPAC,310778522
VPG,Vishay Precision Group,"Electronic Equipment, Instruments & C...",432495824
VQS,VIQ Solutions,Software-Application,52355035
VRA,Vera Bradley,"Textiles, Apparel & Luxury Goods",237797917
VRAR,The Glimpse Group,Software-Infrastructure,70484869
VRAY,ViewRay,Health Care Equipment & Supplies,669180605
VRCA,Verrica Pharmaceuticals,Pharmaceuticals,216850508
VRDN,Viridian Therapeutics,Biotechnology,436185791
VRE,Veris Residential,REIT-Residential,1584296740
VREX,Varex Imaging,Health Care Equipment & Supplies,965843951
VRM,Vroom,Specialty Retail,372971840
VRME,VerifyMe,"Electronic Equipment, Instruments & C...",21746591
VRNA,Verona Pharma,Pharmaceuticals,522762749
VRNS,Varonis Systems,Software,4342490621
VRNT,Verint Systems,Software,3203717092
VRPX,Virpax Pharmaceuticals,Biotechnology,24367200
VRRM,Verra Mobility,IT Services,2559449600
VRS,Verso,Paper & Forest Products,782509437
VRSK,Verisk Analytics,Professional Services,29359957866
VRSN,VeriSign,IT Services,22491694924
VRT,Vertiv Holdings Co.,Electrical Equipment & Parts,4451745280
VRTS,Virtus Investment Partners,Capital Markets,1588601586
VRTV,Veritiv,Trading Companies & Distributors,1743521457
VRTX,Vertex Pharmaceuticals,Biotechnology,60202364703
VS,Versus Systems,Electronic Gaming & Multimedia,24953750
VSAC,Vision Sensing Acquisition,Blank Check / SPAC,130515436
VSAT,ViaSat,Communications Equipment,3779908330
VSCO,Victoria's Secret & Co.,Apparel Retail,4155006963
VSEC,VSE Corporation,Commercial Services & Supplies,550425270
VSH,Vishay Intertechnology,"Electronic Equipment, Instruments & C...",2926479869
VST,Vistra,Independent Power and Renewable Elect...,10066673652
VSTA,Vasta Platform,Education & Training Services,500092224
VSTM,Verastem,Biotechnology,256882255
VSTO,Vista Outdoor,Leisure Products,2010205416
VTAQ,Ventoux CCM Acquisition,Blank Check / SPAC,217371562
VTEX,VTEX,Software-Application,1279894266
VTGN,VistaGen Therapeutics,Biotechnology,245768335
VTIQ,VectoIQ Acquisition II,Blank Check / SPAC,429904125
VTNR,Vertex Energy,"Oil, Gas & Consumable Fuels",585335483
VTOL,Bristow Group,Oil & Gas Equipment & Services,1087641978
VTR,Ventas,Equity Real Estate Investment Trusts ...,23370516468
VTRS,Viatris,Pharmaceuticals,12119992311
VTRU,Vitru,Education & Training Services,359903665
VTSI,VirTra,Aerospace & Defense,62248896
VTVT,vTv Therapeutics,Biotechnology,33939999
VTYX,Ventyx Biosciences,Biotechnology,648321910
VUZI,Vuzix,Household Durables,381397053
VVI,Viad Corp,Commercial Services & Supplies,690441771
VVNT,Vivint Smart Home,Security & Protection Services,1379738363
VVOS,Vivos Therapeutics,Medical Devices,66965211
VVPR,VivoPower International,Independent Power and Renewable Elect...,38898516
VVV,Valvoline,Chemicals,5291001852
VWE,Vintage Wine Estates,Beverages-Wineries & Distilleries,526841993
VWTR,Vidler Water Resources,Commercial Services & Supplies,221119973
